,file,start,end,words,word_start_times,word_end_times,asr,reconame,transcript,asr_transcript,samplename,samplepath,finished
486,"06 12 2016 - 1. dio, 2. sjednica, 9. saziv [GVHBmUTMROo].wav",6325.43,6345.31,"['svih', 'drugih', 'oblika', 'sposobnosti', 'mogućih', 'projektanata', 'može', 'ustvari', 'sada', 'puno', 'bolje', 'odabrati', 'kvalitetne', 'ponuditelje', 'i', 'izbjeći', 'ustvari', 'situacije', 'da', 'možda', 'eventualno', 'nekvalitetni', 'ponuditelji', 'su', 'niskim', 'cijenama', 'dobivali', 'ovakve', 'poslove', 'i']","[0, 0.49, 0.91, 1.29, 3.4, 4.2, 5.44, 6.03, 6.63, 7.03, 7.37, 8.61, 9.86, 10.93, 11.71, 12.05, 12.65, 13.04, 13.78, 13.92, 14.43, 15.03, 15.85, 16.53, 16.7, 17.11, 18.01, 18.58, 18.97, 19.71]","[0.49, 0.91, 1.29, 2.47, 4.2, 5.41, 6.03, 6.63, 7.03, 7.37, 7.86, 9.56, 10.9, 11.71, 12.02, 12.65, 13.04, 13.78, 13.92, 14.4, 15.03, 15.85, 16.53, 16.7, 17.11, 17.83, 18.58, 18.97, 19.68, 19.88]","['svih', 'drugih', 'oblika', 'sposobnosti', 'mogućih', 'projektanata', 'može', 'ustvari', 'sada', 'puno', 'bolje', 'odabrati', 'kvalitetne', 'ponuditelje', 'i', 'izbjeći', 'ustvari', 'situacije', 'da', 'možda', 'eventualno', 'nekvalitetni', 'ponuditelji', 'su', 'niskim', 'cijenama', 'dobivali', 'ovakve', 'poslove', 'i']",reco314,svih drugih oblika sposobnosti mogućih projektanata može ustvari sada puno bolje odabrati kvalitetne ponuditelje i izbjeći ustvari situacije da možda eventualno nekvalitetni ponuditelji su niskim cijenama dobivali ovakve poslove i,svih drugih oblika sposobnosti mogućih projektanata može ustvari sada puno bolje odabrati kvalitetne ponuditelje i izbjeći ustvari situacije da možda eventualno nekvalitetni ponuditelji su niskim cijenama dobivali ovakve poslove i,sample486.mp3,/home/rupnik/macocu/task8/sample/sample486.mp3,True
487,"11 7 2018 - 1. dio, 8. sjednica, 9. saziv [qWbLMM4HNvE].wav",14152.48,14172.05,"['lukom', 'usred', 'hotelskog', 'kompleksa', 'da', 'li', 'netko', 'ima', 'interes', 'da', 'mu', 'se', 'umanji', 'vrijednost', 'i', 'onda', 'proda', 'u', 'bescjenje', 'te', 'scenarije', 'smo', 'već', 'gledali', 'ne', 'bi', 'bilo', 'dobro', 'da', 'se', 'shvati', 'iz', 'ovog', 'mog', 'izlaganja', 'da', 'tamo', 'neki', 'mladi', 'ljudi', 'koče', 'razvoj', 'jer', 'to', 'ne', 'bi', 'bilo', 'točno', 'i', 'zato', 'moram', 'reći', 'slijedeće', 'planovi', 'o', 'novoj', 'luci', 'postoje', 'odavno']","[0, 0.48, 0.81, 1.27, 2.1, 2.26, 2.36, 2.57, 2.74, 3.09, 3.17, 3.26, 3.37, 3.66, 4.29, 4.44, 5.34, 5.65, 5.7, 6.4, 6.53, 6.99, 7.13, 7.29, 8.06, 8.27, 8.38, 8.73, 9.33, 9.53, 9.69, 10.11, 10.21, 10.38, 10.57, 11.29, 11.39, 11.63, 11.86, 12.13, 12.83, 13.22, 13.86, 14.01, 14.2, 14.31, 14.41, 14.62, 15.01, 15.09, 15.34, 15.62, 15.99, 17.02, 17.57, 17.73, 18.08, 18.42, 18.98]","[0.45, 0.81, 1.27, 1.85, 2.26, 2.36, 2.57, 2.74, 3.09, 3.17, 3.26, 3.37, 3.66, 4.26, 4.44, 4.93, 5.65, 5.7, 6.35, 6.53, 6.99, 7.13, 7.29, 7.68, 8.27, 8.38, 8.73, 9.29, 9.53, 9.69, 10.11, 10.21, 10.38, 10.57, 11.26, 11.39, 11.63, 11.86, 12.13, 12.6, 13.22, 13.75, 14.01, 14.2, 14.31, 14.41, 14.62, 15.01, 15.09, 15.34, 15.62, 15.99, 16.74, 17.54, 17.73, 18.08, 18.42, 18.95, 19.57]","['lukom', 'usred', 'hotelskog', 'kompleksa', 'da', 'li', 'netko', 'ima', 'interes', 'da', 'mu', 'se', 'umanji', 'vrijednost', 'i', 'onda', 'prodau', 'bescenje', 'te', 'stenarije', 'smo', 'već', 'gledali', 'ne', 'bi', 'bilo', 'dobro', 'da', 'se', 'shvati', 'izlaganja', 'da', 'tamo', 'neki', 'mladi', 'ljudi', 'koče', 'razvoj', 'jer', 'to', 'ne', 'bi', 'bilo', 'točno', 'i', 'zato', 'moram', 'reći', 'i', 'sljedeće', 'planovi', 'o', 'novoj', 'luci', 'postoje', 'odavno']",reco424,lukom usred hotelskog kompleksa da li netko ima interes da mu se umanji vrijednost i onda proda u bescjenje te scenarije smo već gledali ne bi bilo dobro da se shvati iz ovog mog izlaganja da tamo neki mladi ljudi koče razvoj jer to ne bi bilo točno i zato moram reći slijedeće planovi o novoj luci postoje odavno,lukom usred hotelskog kompleksa da li netko ima interes da mu se umanji vrijednost i onda prodau bescenje te stenarije smo već gledali ne bi bilo dobro da se shvati izlaganja da tamo neki mladi ljudi koče razvoj jer to ne bi bilo točno i zato moram reći i sljedeće planovi o novoj luci postoje odavno,sample487.mp3,/home/rupnik/macocu/task8/sample/sample487.mp3,True
488,"7 3 2018 - 3. dio, 7. sjednica, 9. saziv [nxVSfUk5t5I].wav",10315.29,10318.19,"['i', 'sada', 'primjerice', 'u', 'čl', 'petnaest']","[0, 0.09, 0.31, 1.77, 1.85, 2.11]","[0.09, 0.31, 1.53, 1.85, 2.11, 2.9]","['i', 'sada', 'primjerice', 'u', 'članku', 'petnaest']",reco382,i sada primjerice u čl petnaest,i sada primjerice u članku petnaest,sample488.mp3,/home/rupnik/macocu/task8/sample/sample488.mp3,True
489,"3 5 2017 - 4. dio, 3. sjednica, 9. saziv [f9bYjY87cMI].wav",4802.72,4811.67,"['o', 'kreditima', 'povlaštenima', 'niste', 'me', 'previše', 'impresionirali', 'niti', 'sa', 'pričom', 'o', 'sastancima', 'raspravama', 'u', 'hboru', 'ništa', 'impresivno']","[0, 0.09, 0.66, 1.48, 1.79, 1.92, 2.34, 3.09, 3.3, 3.46, 3.89, 4.9, 5.84, 6.43, 6.52, 7.95, 8.25]","[0.09, 0.66, 1.45, 1.79, 1.92, 2.34, 3.09, 3.3, 3.46, 3.89, 4.12, 5.81, 6.43, 6.52, 7.48, 8.25, 8.95]","['o', 'kreditima', 'povlaštinima', 'niste', 'mi', 'previše', 'impresionirali', 'niti', 'sa', 'pričamo', 'sastancima', 'raspravama', 'u', 'hboru', 'nište', 'impresivno']",,o kreditima povlaštenima niste me previše impresionirali niti sa pričom o sastancima raspravama u hboru ništa impresivno,o kreditima povlaštinima niste mi previše impresionirali niti sa pričamo sastancima raspravama u hboru nište impresivno,sample489.mp3,/home/rupnik/macocu/task8/sample/sample489.mp3,False
490,"12 5 2020 - 2. dio, 16. sjednica, 9. saziv [ST6gpm9k15Q].wav",774.9,792.12,"['sustavu', 'a', 'onda', 'i', 'nekim', 'drugim', 'međutim', 'mislim', 'da', 'u', 'ovome', 'rebalansu', 'naravno', 'rasprava', 'kako', 'god', 'bude', 'išla', 'odgovara', 'ćemo', 'na', 'sve', 'vaše', 'i', 'replike', 'i', 'komentare', 'ali', 'na', 'neki', 'način', 'više', 'smo', 'fokusirani', 'upravo', 'na', 'ovo', 'što', 'mi', 'zovemo', 'u', 'proračunu', 'porezni', 'prihodi', 'dakle', 'porezni', 'prihodi', 'i', 'doprinosi']","[0, 0.78, 0.94, 1.18, 1.24, 1.58, 2.11, 2.48, 2.76, 3.01, 3.23, 3.73, 4.29, 4.71, 5.51, 5.78, 6.47, 6.86, 7.11, 7.57, 7.83, 7.95, 8.17, 8.46, 8.52, 9.13, 9.25, 10.15, 10.44, 10.55, 10.79, 11.29, 11.65, 11.84, 12.47, 12.81, 12.9, 13.01, 13.15, 13.28, 13.64, 13.68, 14.16, 14.64, 15.09, 15.36, 15.76, 16.42, 16.54]","[0.59, 0.94, 1.18, 1.24, 1.58, 2.0, 2.48, 2.76, 2.98, 3.23, 3.62, 4.29, 4.71, 5.42, 5.78, 6.09, 6.86, 7.11, 7.57, 7.83, 7.95, 8.17, 8.46, 8.52, 9.1, 9.25, 10.0, 10.44, 10.55, 10.79, 11.17, 11.65, 11.84, 12.47, 12.81, 12.9, 13.01, 13.15, 13.28, 13.64, 13.68, 14.16, 14.64, 15.09, 15.36, 15.76, 16.39, 16.54, 17.22]","['sustavu', 'a', 'onda', 'i', 'nekim', 'drugim', 'međutim', 'mislim', 'da', 'u', 'ovome', 'rebalansu', 'naravno', 'rasprava', 'kako', 'god', 'bude', 'išla', 'odgovarat', 'ćemo', 'na', 'sve', 'vaše', 'i', 'replike', 'i', 'komentare', 'ali', 'na', 'neki', 'način', 'više', 'smo', 'fokusirani', 'upravo', 'na', 'ovo', 'što', 'mi', 'zovemo', 'u', 'proračunu', 'porezni', 'prihodi', 'dakle', 'porezni', 'prihodi', 'i', 'doprinosirashodna']",reco445,sustavu a onda i nekim drugim međutim mislim da u ovome rebalansu naravno rasprava kako god bude išla odgovara ćemo na sve vaše i replike i komentare ali na neki način više smo fokusirani upravo na ovo što mi zovemo u proračunu porezni prihodi dakle porezni prihodi i doprinosi,sustavu a onda i nekim drugim međutim mislim da u ovome rebalansu naravno rasprava kako god bude išla odgovarat ćemo na sve vaše i replike i komentare ali na neki način više smo fokusirani upravo na ovo što mi zovemo u proračunu porezni prihodi dakle porezni prihodi i doprinosirashodna,sample490.mp3,/home/rupnik/macocu/task8/sample/sample490.mp3,True
491,"30 1 2019 - 1. dio, 11. sjednica, 9. saziv [Ffp0qCvvwOQ].wav",4012.16,4031.59,"['mogli', 'bi', 'na', 'taj', 'način', 'da', 'su', 'mogu', 'zaposliti', 'svoje', 'kapacitete', 'zaposliti', 'još', 'dvijesto', 'ljudi', 'ali', 'na', 'ovaj', 'način', 'će', 'očito', 'morat', 'smanjivat', 'broj', 'radnih', 'mjesta', 'i', 'umjesto', 'da', 'se', 'ugledamo', 'na', 'bolje', 'na', 'one', 'u', 'aziji', 'tajlandu', 'koreji', 'maleziji', 'azijskim', 'tigrovima', 'koji']","[0, 0.28, 0.4, 0.54, 0.73, 1.07, 1.17, 1.5, 1.78, 2.14, 2.33, 3.18, 3.69, 3.91, 4.23, 4.96, 5.14, 5.23, 5.42, 5.78, 6.34, 7.02, 7.36, 8.62, 8.97, 9.33, 10.53, 10.61, 10.89, 11.05, 11.99, 12.68, 12.83, 13.73, 13.88, 14.58, 14.7, 15.2, 16.09, 17.2, 18.11, 18.61, 19.17]","[0.28, 0.4, 0.54, 0.73, 1.07, 1.17, 1.45, 1.78, 2.14, 2.33, 3.15, 3.69, 3.91, 4.23, 4.69, 5.14, 5.23, 5.42, 5.78, 6.06, 6.99, 7.36, 8.04, 8.94, 9.33, 9.76, 10.61, 10.89, 11.05, 11.65, 12.65, 12.83, 13.5, 13.88, 14.27, 14.7, 15.2, 16.06, 17.15, 18.08, 18.61, 19.17, 19.43]","['mogli', 'bi', 'na', 'taj', 'način', 'da', 'mogu', 'zapostiti', 'svoje', 'kapacitete', 'zaposliti', 'još', 'dvijesto', 'ljudi', 'a', 'na', 'ovaj', 'način', 'će', 'očito', 'morati', 'smanjivati', 'broj', 'radnih', 'mjesta', 'i', 'umjesto', 'da', 'se', 'ugledamo', 'na', 'bolje', 'na', 'one', 'uazi', 'tajland', 'u', 'koreji', 'malezi', 'azijskim', 'tigrovima', 'koji']",,mogli bi na taj način da su mogu zaposliti svoje kapacitete zaposliti još dvijesto ljudi ali na ovaj način će očito morat smanjivat broj radnih mjesta i umjesto da se ugledamo na bolje na one u aziji tajlandu koreji maleziji azijskim tigrovima koji,mogli bi na taj način da mogu zapostiti svoje kapacitete zaposliti još dvijesto ljudi a na ovaj način će očito morati smanjivati broj radnih mjesta i umjesto da se ugledamo na bolje na one uazi tajland u koreji malezi azijskim tigrovima koji,sample491.mp3,/home/rupnik/macocu/task8/sample/sample491.mp3,False
492,"10 10 2019 - 14. sjednica, 9. saziv [dAeQtmiiIYE].wav",18576.76,18595.25,"['važna', 'za', 'ljude', 'koji', 'žive', 'u', 'mostaru', 'i', 'ne', 'samo', 'u', 'mostaru', 'nego', 'u', 'cijeloj', 'hercegovini', 'i', 'cijeloj', 'beiha', 'status', 'hrvata', 'u', 'nekim', 'drugim', 'državama', 'je', 'malo', 'drugačiji', 'negdje', 'imamo', 'i', 'strukturalne', 'problem', 'sa', 'njihovim', 'statusom', 'recimo', 'pitanje', 'bunjevaca', 'u', 'srbiji']","[0, 0.83, 1.03, 1.31, 1.65, 1.96, 2.04, 2.8, 2.89, 3.01, 3.23, 3.26, 3.74, 3.91, 3.95, 4.26, 5.04, 5.13, 5.45, 5.8, 6.39, 6.76, 6.8, 7.02, 7.29, 7.76, 7.96, 8.21, 9.05, 9.37, 9.73, 9.82, 10.45, 10.86, 11.01, 11.29, 12.32, 12.72, 13.37, 14.1, 14.95]","[0.51, 1.03, 1.31, 1.6, 1.96, 2.04, 2.67, 2.89, 3.01, 3.23, 3.26, 3.74, 3.91, 3.95, 4.26, 5.01, 5.13, 5.45, 5.8, 6.39, 6.76, 6.8, 7.02, 7.29, 7.76, 7.82, 8.21, 8.72, 9.37, 9.73, 9.82, 10.45, 10.86, 11.01, 11.29, 11.9, 12.72, 13.34, 14.1, 14.56, 15.37]","['važna', 'za', 'ljude', 'koji', 'žive', 'u', 'mostaru', 'i', 'ne', 'samo', 'mostaru', 'nego', 'u', 'cijeloj', 'hercegoni', 'i', 'cijeloj', 'bi', 'h', 'status', 'hrvata', 'u', 'nekim', 'drugim', 'državama', 'je', 'ne', 'malo', 'drugačije', 'negdje', 'imamo', 'i', 'strukturalne', 'probleme', 'sa', 'njihovim', 'statusom', 'recimo', 'pitanje', 'bunjevaca', 'u', 'srbiji']",,važna za ljude koji žive u mostaru i ne samo u mostaru nego u cijeloj hercegovini i cijeloj beiha status hrvata u nekim drugim državama je malo drugačiji negdje imamo i strukturalne problem sa njihovim statusom recimo pitanje bunjevaca u srbiji,važna za ljude koji žive u mostaru i ne samo mostaru nego u cijeloj hercegoni i cijeloj bi h status hrvata u nekim drugim državama je ne malo drugačije negdje imamo i strukturalne probleme sa njihovim statusom recimo pitanje bunjevaca u srbiji,sample492.mp3,/home/rupnik/macocu/task8/sample/sample492.mp3,False
493,"23 3 2017 - 1. dio, 3. sjednica, 9. saziv [uvHhJaY_baU].wav",5430.87,5450.13,"['znači', 'o', 'indeksaciji', 'tojest', 'o', 'regionalnom', 'razvoju', 'gdje', 'su', 'jedni', 'nepravedni', 'kriteriji', 'uzeti', 'tojest', 'indeksacija', 'razvijenosti', 'gdje', 'je', 'znači', 'oni', 'koji', 'su', 'nerazvijeni', 'proglašeni', 'razvijenima', 'i', 'obrnuto', 'čisto', 'po', 'političkome', 'ključu', 'čisto', 'po', 'nepravednim', 'kriterijima', 'znači', 'to', 'nije', 'samo', 'odgovornost', 'ministarstva', 'prometa', 'nego']","[0, 0.29, 0.32, 0.91, 1.17, 1.22, 1.61, 2.35, 2.48, 3.19, 3.63, 4.22, 4.7, 5.08, 5.81, 6.47, 7.57, 7.91, 9.3, 9.67, 9.91, 10.05, 10.19, 11.07, 11.65, 12.18, 12.24, 12.7, 13.03, 13.16, 13.75, 14.6, 14.89, 15.03, 15.5, 16.45, 16.73, 16.89, 17.07, 17.31, 17.93, 18.52, 18.98]","[0.29, 0.32, 0.91, 1.17, 1.22, 1.61, 2.13, 2.48, 2.96, 3.55, 4.22, 4.7, 5.08, 5.38, 6.47, 7.16, 7.91, 8.4, 9.67, 9.91, 10.05, 10.19, 11.04, 11.65, 12.18, 12.24, 12.7, 13.03, 13.16, 13.75, 14.36, 14.89, 15.03, 15.5, 16.18, 16.73, 16.89, 17.07, 17.31, 17.84, 18.52, 18.98, 19.26]","['ao', 'indeksaciji', 'tojest', 'o', 'regionalnom', 'razvoju', 'gdje', 'su', 'jedan', 'nepravedni', 'kriterij', 'uzeti', 'tojest', 'iindeksacija', 'razvijenosti', 'gdje', 'je', 'znači', 'oni', 'koji', 'su', 'ne', 'razvijeni', 'proglaše', 'nie', 'razvijenima', 'i', 'obrnuto', 'čisto', 'po', 'političkome', 'ključu', 'čisto', 'po', 'nepravednim', 'kriterijima', 'znači', 'to', 'nije', 'samo', 'odgovornost', 'ministarstva', 'prometa', 'nego']",,znači o indeksaciji tojest o regionalnom razvoju gdje su jedni nepravedni kriteriji uzeti tojest indeksacija razvijenosti gdje je znači oni koji su nerazvijeni proglašeni razvijenima i obrnuto čisto po političkome ključu čisto po nepravednim kriterijima znači to nije samo odgovornost ministarstva prometa nego,ao indeksaciji tojest o regionalnom razvoju gdje su jedan nepravedni kriterij uzeti tojest iindeksacija razvijenosti gdje je znači oni koji su ne razvijeni proglaše nie razvijenima i obrnuto čisto po političkome ključu čisto po nepravednim kriterijima znači to nije samo odgovornost ministarstva prometa nego,sample493.mp3,/home/rupnik/macocu/task8/sample/sample493.mp3,False
494,"19 9 2018 - 1. dio, 9. sjednica, 9. saziv [d4vjZbnhJbU].wav",6203.43,6223.3,"['rodilo', 'se', 'već', 'sada', 'više', 'od', 'dvijesto', 'pedeset', 'djece', 'paralelno', 'radimo', 'stanove', 'evo', 'pripremamo', 'na', 'jedna', 'tisuća', 'stanova', 'ove', 'g', 'a', 'do', 'sada', 'je', 'osam', 'tisuća', 'mladih', 'obitelji', 'riješilo', 'svoje', 'stambeno', 'pitanje', 'preko', 'posa', 'do', 'kraja', 'ove', 'subvencije', 'biti', 'će', 'više', 'od']","[0, 0.4, 0.6, 0.76, 1.15, 1.45, 1.73, 2.36, 3.01, 4.32, 5.03, 5.85, 6.92, 7.11, 7.86, 7.97, 8.12, 8.65, 9.51, 9.77, 10.15, 10.29, 10.39, 11.23, 11.43, 11.83, 12.55, 12.92, 13.71, 14.18, 14.48, 14.95, 15.71, 16.01, 17.26, 17.4, 17.92, 18.07, 19.13, 19.27, 19.42, 19.71]","[0.4, 0.6, 0.76, 1.15, 1.45, 1.6, 2.26, 2.88, 3.38, 4.97, 5.69, 6.54, 7.11, 7.81, 7.97, 8.12, 8.52, 9.39, 9.77, 9.8, 10.29, 10.39, 10.93, 11.4, 11.83, 12.52, 12.92, 13.68, 14.18, 14.48, 14.95, 15.45, 16.01, 16.47, 17.4, 17.92, 18.07, 18.95, 19.27, 19.42, 19.71, 19.87]","['rodilo', 'se', 'većsaat', 'više', 'od', 'dvijesto', 'pedeset', 'djeca', 'paralelno', 'radimo', 'po', 'stanove', 'evo', 'pripremamo', 'na', 'tisuća', 'stanova', 'u', 'ovoj', 'godini', 'a', 'do', 'sada', 'je', 'osam', 'tisuća', 'mladih', 'obitelji', 'riješilo', 'svoje', 'stambedno', 'pitanje', 'preko', 'posa', 'do', 'kraja', 'ove', 'subvencije', 'bit', 'će', 'više', 'od', 'jedna']",reco651,rodilo se već sada više od dvijesto pedeset djece paralelno radimo stanove evo pripremamo na jedna tisuća stanova ove g a do sada je osam tisuća mladih obitelji riješilo svoje stambeno pitanje preko posa do kraja ove subvencije biti će više od,rodilo se većsaat više od dvijesto pedeset djeca paralelno radimo po stanove evo pripremamo na tisuća stanova u ovoj godini a do sada je osam tisuća mladih obitelji riješilo svoje stambedno pitanje preko posa do kraja ove subvencije bit će više od jedna,sample494.mp3,/home/rupnik/macocu/task8/sample/sample494.mp3,True
495,"15 5 2020 - 2. dio, 16. sjednica, 9. saziv [08nTrgdbSeM].wav",4221.01,4240.06,"['zaposlenike', 'plus', 'njihova', 'davanja', 'spašeno', 'je', 'oko', 'šestonula', 'radnih', 'mjesta', 'i', 'pomoglo', 'se', 'devetšesto', 'poslodavaca', 'zahvaljujući', 'povoljnoj', 'zdravstvenoj', 'situaciji', 'podržavamo', 'odluku', 'da', 'se', 'iskoristi', 'ovaj', 'trenutak', 'kako', 'bi', 'se', 'proveli', 'redovni', 'parlamentarni', 'izbori']","[0, 1.16, 1.52, 1.94, 2.77, 3.47, 3.57, 3.83, 4.79, 5.28, 6.11, 6.25, 6.78, 7.09, 8.32, 10.14, 10.88, 11.32, 11.83, 12.58, 13.48, 14.24, 14.4, 14.53, 15.15, 15.38, 16.05, 16.29, 16.41, 16.57, 17.08, 17.77, 18.56]","[1.13, 1.52, 1.94, 2.63, 3.47, 3.54, 3.83, 4.37, 5.28, 5.88, 6.25, 6.78, 7.06, 8.32, 9.3, 10.88, 11.32, 11.83, 12.58, 13.45, 14.21, 14.4, 14.53, 15.15, 15.38, 16.05, 16.29, 16.41, 16.57, 17.05, 17.74, 18.56, 19.05]","['zaposlenike', 'plus', 'njihova', 'davanja', 'spašeno', 'je', 'oko', 'šesto', 'tisuća', 'radnih', 'mjesta', 'i', 'pomoglo', 'se', 'devet', 'tisuća', 'i', 'šesto', 'poslodavaca', 'zahvaljujući', 'povoljnoj', 'zdravstvenoj', 'situaciji', 'podržavamo', 'odluku', 'da', 'se', 'iskoristi', 'ovaj', 'trenutak', 'kako', 'bi', 'se', 'proveli', 'redovni', 'parlamentarni', 'izbori']",reco555,zaposlenike plus njihova davanja spašeno je oko šestonula radnih mjesta i pomoglo se devetšesto poslodavaca zahvaljujući povoljnoj zdravstvenoj situaciji podržavamo odluku da se iskoristi ovaj trenutak kako bi se proveli redovni parlamentarni izbori,zaposlenike plus njihova davanja spašeno je oko šesto tisuća radnih mjesta i pomoglo se devet tisuća i šesto poslodavaca zahvaljujući povoljnoj zdravstvenoj situaciji podržavamo odluku da se iskoristi ovaj trenutak kako bi se proveli redovni parlamentarni izbori,sample495.mp3,/home/rupnik/macocu/task8/sample/sample495.mp3,True
496,"10 7 2019 - 1. dio, 12. sjednica, 9. saziv [1DSAO-5loYo].wav",2696.96,2716.87,"['a', 'ovim', 'zakonom', 'ukoliko', 'se', 'doslovno', 'iščitava', 'ovo', 'tumačenje', 'tada', 'će', 'odgovarati', 'izvršnoj', 'vlasti', 'što', 'smatramo', 'da', 'nije', 'prihvatljivo', 'tim', 'više', 'što', 'je', 'mislim', 'da', 'je', 'bilo', 'dvije', 'tisuće', 'osamnaest', 'g', 'imali', 'smo', 'i', 'određene', 'izmjene', 'zakona', 'evo', 'ga']","[0, 0.22, 0.56, 1.61, 2.13, 2.3, 2.81, 3.43, 3.66, 4.36, 4.63, 4.77, 5.4, 5.77, 6.88, 7.32, 7.91, 8.05, 8.26, 8.97, 9.19, 10.56, 10.93, 12.26, 12.54, 12.62, 12.68, 12.92, 13.16, 13.64, 14.23, 14.26, 14.94, 15.25, 16.3, 16.84, 17.24, 18.15, 18.42]","[0.22, 0.56, 1.06, 2.13, 2.3, 2.81, 3.43, 3.66, 4.36, 4.63, 4.77, 5.4, 5.77, 6.16, 7.29, 7.91, 8.05, 8.26, 8.97, 9.19, 9.76, 10.93, 11.33, 12.54, 12.62, 12.68, 12.92, 13.16, 13.64, 14.23, 14.26, 14.94, 15.25, 15.73, 16.84, 17.24, 18.15, 18.42, 18.63]","['a', 'ovim', 'zakonoom', 'ukoliko', 'se', 'doslovno', 'iščitava', 'ovo', 'tumačenje', 'tada', 'će', 'odgovarati', 'izručnej', 'vlasti', 'što', 'smatramo', 'da', 'nije', 'prihvatljivo', 'tim', 'više', 'što', 'je', 'mislim', 'da', 'je', 'bilo', 'dvije', 'tisuće', 'osamnaest', 'godine', 'imali', 'smo', 'i', 'određene', 'izmjene', 'zakona', 'e']",,a ovim zakonom ukoliko se doslovno iščitava ovo tumačenje tada će odgovarati izvršnoj vlasti što smatramo da nije prihvatljivo tim više što je mislim da je bilo dvije tisuće osamnaest g imali smo i određene izmjene zakona evo ga,a ovim zakonoom ukoliko se doslovno iščitava ovo tumačenje tada će odgovarati izručnej vlasti što smatramo da nije prihvatljivo tim više što je mislim da je bilo dvije tisuće osamnaest godine imali smo i određene izmjene zakona e,sample496.mp3,/home/rupnik/macocu/task8/sample/sample496.mp3,False
497,"13 12 2018 - 1. dio, 10. sjednica, 9. saziv [AeNlW_UjFR4].wav",12125.5,12140.64,"['o', 'predmetu', 'kurikuluma', 'i', 'međupredmetnim', 'temama', 'znači', 'dan', 'danas', 'možete', 'to', 'provjeriti', 'vidjeti', 'šta', 'više', 'tamo', 'dati', 'komentare', 'to', 'je', 'sadržaj', 'kako', 'implementirati', 'taj']","[0, 0.05, 0.62, 1.21, 1.34, 2.74, 3.17, 3.43, 3.81, 4.1, 4.47, 4.62, 6.19, 6.58, 6.83, 7.09, 7.58, 7.9, 9.14, 9.3, 9.38, 9.81, 12.82, 13.53]","[0.05, 0.62, 1.21, 1.34, 2.42, 3.17, 3.43, 3.81, 4.1, 4.47, 4.62, 5.22, 6.58, 6.79, 7.09, 7.46, 7.9, 8.56, 9.3, 9.38, 9.81, 10.14, 13.53, 13.96]","['o', 'predmetnim', 'kurikolima', 'i', 'međupredmetnim', 'temama', 'znači', 'dan', 'danas', 'možete', 'to', 'provjeriti', 'vidjeti', 'šta', 'piše', 'tamo', 'dati', 'komentare', 'to', 'je', 'sadržaj', 'kako', 'implementirati', 'taj']",reco621,o predmetu kurikuluma i međupredmetnim temama znači dan danas možete to provjeriti vidjeti šta više tamo dati komentare to je sadržaj kako implementirati taj,o predmetnim kurikolima i međupredmetnim temama znači dan danas možete to provjeriti vidjeti šta piše tamo dati komentare to je sadržaj kako implementirati taj,sample497.mp3,/home/rupnik/macocu/task8/sample/sample497.mp3,True
498,"28 2 2018 - 7. sjednica, 9. saziv [Cfti-MnqY7U].wav",15622.09,15631.1,"['hvala', 'lijepa', 'sad', 'ćemo', 'prijeći', 'na', 'pojedinačnu', 'raspravu', 'i', 'prva', 'će', 'govoriti', 'poštovana', 'zastupnica', 'vesna', 'bedeković', 'izvolite', 'hvala', 'lijepa']","[0, 0.15, 0.62, 0.84, 1.06, 1.34, 1.43, 2.09, 2.76, 2.91, 3.6, 4.07, 4.56, 5.02, 5.65, 5.96, 6.57, 7.03, 7.18]","[0.15, 0.52, 0.84, 1.06, 1.34, 1.4, 2.09, 2.76, 2.91, 3.29, 3.92, 4.56, 5.02, 5.65, 5.96, 6.57, 6.93, 7.18, 7.44]","['na', 'pojedinačnu', 'raspravu', 'i', 'prva', 'će', 'govoriti', 'poštovana', 'zastupnica', 'rvesnaeeki']",reco155,hvala lijepa sad ćemo prijeći na pojedinačnu raspravu i prva će govoriti poštovana zastupnica vesna bedeković izvolite hvala lijepa,na pojedinačnu raspravu i prva će govoriti poštovana zastupnica rvesnaeeki,sample498.mp3,/home/rupnik/macocu/task8/sample/sample498.mp3,True
499,"4 10 2018 - 9. sjednica, 9. saziv [Q2UcT745iHQ].wav",11401.34,11405.77,"['moramo', 'stati', 'svi', 'zajedno', 'i', 'dati', 'vam', 'potporu', 'da', 'zaštitimo', 'domaće', 'poljoprivrednike']","[0, 0.39, 0.61, 0.82, 1.22, 1.26, 1.5, 1.69, 2.42, 2.55, 3.11, 3.53]","[0.39, 0.61, 0.82, 1.22, 1.26, 1.5, 1.66, 2.22, 2.55, 3.11, 3.53, 4.43]","['moramo', 'stastvi', 'zajedno', 'i', 'dati', 'vam', 'potporu', 'da', 'zaštitimo', 'domaćeg', 'poljoprivrednika']",reco527,moramo stati svi zajedno i dati vam potporu da zaštitimo domaće poljoprivrednike,moramo stastvi zajedno i dati vam potporu da zaštitimo domaćeg poljoprivrednika,sample499.mp3,/home/rupnik/macocu/task8/sample/sample499.mp3,True
