sentence,predictions,split,hashname
spola uništava obitelj i da to u biti nešto što radi kontra obitelji a ne usvajanje istanbulske konvencije da su velika većina žrtava nasilja na temelju spola žene i djevojke,spola uništava obitelj i da je to u biti nešto šta radi kontra obitelji a ne usvajanje istanbulske konvencije da su velika većina žrtava nasilja na temelju spola žene i djevojke,dev,o8FdsdWtvhc_17866.25-17881.1.wav
lijepa gospodine pernar vi ste u svojoj raspravi spomenuli i vaš slučaj i tada sam imao dvojbe ako se sjećate ja sam bio suzdržan ali da su svi bili suzdržani vi ne bi imali skinut imunitet,lijepa gospodine pernaru iste u svojoj raspravi spomenuli i vaš slučaj ii tada sam imao dvojbe ako se sjećate ja sam bio suzdržan ali da su svi bili suzdržani vi ne bi imali skinu timu nite,dev,put21svpfW8_10487.2-10504.72.wav
cijeli hrvatski narod vidi kada hdz dođe u poziciju korupcija raste ljudi odlaze iz hrvatske zatvaraju se radna mjesta brodogradilišta neki bujaju što se tiče njihovih bankovnih računa i o tome ovdje moramo pričati partneri koji ih održavaju na vlasti,cijeli hrvatski narod vidi kada hdz dođe u poziciju korupcija raste ljudi odlaze iz hrvatske zatvaraju se radna mjesta brodogradilišta neki bujaju što se tiče njihovnih bankovnih računa i o tome ovdje moramo pričati partneri koji ih održavaju na vlasti,dev,xkLml1cYbQw_3211.91-3231.82.wav
postoje rješenja da još za umirovljenike evo upravo danas će biti jedna od rješenja na dnevnom redu zakonski prijedlog koji je podnio klub zastupnika živog zida i snagae znači mi nudimo rješenja,postoje rješenja da i još za umirovljenike evo upravo danas će biti jedna od rješenja na dnevnom redu podnio e zakonski prijedlog koji je podnio klub zastupnika živog zida i snagae znači mi nudimo rješenja,dev,fUgeflZ_KAE_11558.72-11572.73.wav
sklad gradnje zbog farbanja tunela i ta je optužnica dorhova pala pala je i optužba protiv odvjetnice ane birmiše za preprodaju heroina milana bandića i suradnika u aferi štandovi hdzovca božidara kalmete za izvlačenje novca iz haca hdzovca ivicu carevića iz brela za,sklad gradnje zbog farbanja tunela i ta je optužnica dorhova pala pala je i optužba protiv odvjetnicaane birmiše za preprodaj i heroina milana bandić suradnika u aferi štandovi hdzovca božidara kalmete za izvlačenje novca iz haca hdzovca ivico carević iz brela za,dev,_g-mjsl5lhE_17540.22-17559.88.wav
koalicijskim partnerima važni i na tim stvarima koalicijski partneri vode računa da tome tako bude ja sam bila ministrica u jednoj koalicijskoj vladi i točno znam da smo imali neke stvari koje su nama bile važne recimo kad je išlo primjera radi je,koalicijskim partnerima važni i na tim stvarima koalicijski partneri vode računa da tome tako bude ja sam bila ministrica u jednoj koalicijskoj vradi i točno znam da smo imali neke stvari koje su nama bile važne recimo kad je išlo primjera radije,dev,vau3ma2KfO8_11970.61-11987.83.wav
zastupniče stier ono o čemu se mogu složiti s vama je da se dakle sustav može i treba unaprijediti vi niste išli tom logikom kao vaša kolegica da je sustav savršen i da bolji ne može biti a što se tiče toga registra ja se još jednom moram pozvati znači na mišljenje pravobraniteljice za,zastupniče štir ono ćemo se mogu složiti s vama je da se dakle sustav može treba unaprijediti vi niste išli tom logikom kao vaša kolegica da je sustav savršen i da bolji ne može biti a što se tiče toga registra ja se još jednom moram pozvati na mišljenje pravobraniteljice za,dev,kfaJP_v3AMo_7664.49-7684.3.wav
gospodine sanader ja vas pozivam da prestanete šutjeti da progovorite konačno o tim crnim fondovima i da ne dozvolite da vas vaši,gospodine sanader ja vas pozivam da prestanete šutjeti da progovorite konačno o tim crnim fondovima i da ne dozvolite da vas vaši,dev,KI13qayBo6w_5057.21-5069.7.wav
jel to demokracija jesu li zato ljudi išli u rat ja vam velim da nije u europskoj uniji vlada jedan deficit demokracije radi se o zapravo diktaturi ali ovaj put ne diktaturi ne znam narodnih odbora kao u libiji ili,jel to demokracija jesu li za to ljudi išli u rat ja vam velim da nije u eu vlada jedan deficit demokracije radi se o zapravo diktaturi ali ovaj put ne diktaturi ne znam narodnih odbora kao u libij ili,dev,z9cwT3KvAxE_19173.45-19192.48.wav
da se one korigiraju recimo imamo slučajeve da sisačkomoslavački župan splitskodalmatinski župan ličkosenjski župan svi iz redova hdza imaju veće plaće i od ministara pa ako je to moguće s obzirom da te županije ne posluju baš,da se one korigiraju recimo imamo slučajeve da sisačkomoslavački župan splitskodalmatinski župan ličkosenjski župan svih iz redova hdza imaju veće plaće od ministara pa ako je to moguće s obzirom da te županije ne poslaju baš,dev,wTkP0z46x58_12170.76-12190.16.wav
predstavljamo daleko veći postotak građana nego vi koji tvorite parlamentarnu većinu ministra pavića ne zanima šta mi sada ovdje govorimo a niti predstavnike vaše većine,predstavljamo daleko veći postotak građana nego vi koji tvorite parlamentarnu većinu ministra pavića ne zanima što mi sada ovdje govorimo a niti predstavnike vaše većine,dev,p59_k3C9hq4_14420.2-14438.28.wav
rast znači to je u biti jedna krivulja gdje imate razdoblja pada i razdoblja rasta i logično je bilo da nakon 8 godina od nekakvih kažete povoljnih trendova izvana dođe do rasta bdpa međutim rast bdpa koji je ova vlada ostvarila je na vrlo krhkim nogama,rast znači to je u biti jedna krivulja gdje imate radoblja pada i radoblja rasta i logično je bilo da nakon 8 godina o nekakve kažem povoljne trendove izvana dođe do rasta bdpa međutim rast bdpa koju je ova vlada ostvarila je na vrlo krkim nogama,dev,7MAfXKBv9Dw_11079.19-11099.04.wav
ako nemate instrumente on će ostati mrtvo slovo na papiru i neki slijedeći će ga umjesto 30 članaka napraviti 40 ili umjesto 4030 i ništa se bitno neće desiti slijedeći problem je radna snaga,ako nemate instrumente on će ostati mrtvo slovo na papiru i neki sljedeći će ga o umjesto 30 članaka napravit 40 ili umjesto e4030 i ništa se bitno neće desiti sljedeći problem suje radna snaga,dev,DAK6_2rs1Fg_15178.1-15194.78.wav
u kadrovskom smislu,u kadrovskom smislu,dev,5Feg2lxQ3-I_3255.98-3258.41.wav
u društvu koji su glupi a postoji oni koji se prave glupi ja mislim da je naš ministar marić prepametan da bi bio glup iz čega,u društvu koji su glupi a postoje oni koji se prave glupi ja mislim da je naš ministar marić prepametan da bi bio glup iz čega,dev,f9bYjY87cMI_4494.59-4507.87.wav
članovi bivše nesposobne vlade optužuju sadašnje članove nesposobne vlade da su nesposobni to je,članovi bivše nesposobne vlade optužuju sadašnje članove nesposobne vlade da su nesposobnene to je,dev,JISW9Elspkc_5128.89-5137.59.wav
sumnjati na sukob interesa vjerojatno da možemo li sumnjati na kršenje novinarskog kodeksa vjerojatno da i ponavljam još jednom to nije ono što sam ja rekao niti živi zid nego to je ono što pokazuju neovisne objektivne stručne analize također postoji brojna diskriminacija i po drugim pitanjima po,sumnjati na sukob interesa vjerojatna da možemo li sumnjati na kršenje novinarskog kodeksa vjerojatna da i ponavljam još jednom to nije ono što sam ja rekao niti živi zid nego to je ono što pokazuju neovisne objektivne stručne analize također postoji brojna diskriminacija i po drugim pitanjima po,dev,ItkEiL4bCS4_6980.42-7000.26.wav
prođe i kada sve ono što ima i tog moramo biti svjesni dakle sredstva i kvalitetan kadar to je ovo što vam ovog trenutka nedostaje nama nedostaje jednako tako i kvalitetnog kadra da ga dobijete morate ga platiti i na što se vraćamo evo na kraju dana na novce,prođe i kad sve ono što ima i toga moramo biti svjesni dakle sredstva i kvalitetan kadar to je ovo što vam ovog trenutka nedostaje nama nedostaje jednako tako i kvalitetnog kadra da ga dobijete morate ga platiti i načelu na što se vraćamo evo na kraju dana na novca,dev,JvLROFws-Ko_9354.9-9372.96.wav
uvažene dame i gospodo htio bi reći da smatram pogrešnim od strane,uvažene dame i gospodo htio bih reći da smatram pogrešnim od strane,dev,1VEe0dkWXfc_2271.5-2278.68.wav
gdje je utjecaj mediterana dosta veliki prostor gdje je izuzetno važna obitelj i ja zaista mislim da puno stvari ali to pokazuje i ovo izvješće dolazi iz obitelji ne na način kao što je resorna ministrica jedanput rekla kad je bilo riječ kad jedan župan zlostavlja svoju,gje je utjecaj mediterana dosta veliki prostor je je izuzetno važna obitelj i ja zaista mislim da puno stvari ali to pokazuje ovo izvješće dolazi iz obitelji ne na način kao što je resorna ministrice jedanput rekla kad je bilo riječkad jedan župan zlostavlja svoju,dev,PliNdWocAg4_15737.51-15757.07.wav
ne budemo imali jednake šanse za sve da imaju mogućnost ovdje izgraditi svoj život izgraditi svoje karijere ljudi će odlaziti hvala,ne budemo imali jednake šanse za sve da imaju mogućnost ovdje izgraditi svoj život izgraditi svoje karijere ljudi će odlaziti,dev,KcVA-9b1E80_5251.55-5265.73.wav
odgovornost znači nije njegov posao da upozorava nego je njegov posao da radi on ima plaću 36 tisuća kuna da bi regulirao financijsko tržište i ako ništa drugo nismo uspjeli postići ovim zakonom i cijelom tom aferom sa valutnom,odgovorno znači nije njegov posao da upozorava nego je njegov posao da radi on ima plaću 36 tisuća kuna da bi regulirao financijsko tržište i ako ništa drugo nismo uspjeli postići ovim zakonom i cijelom tom aferom sa valutnog,dev,5Kq_FBO-iDk_10071.63-10091.08.wav
koje su silovane zašto obitelji ubijenih ljudi nemaju pravo na pravdu zašto se zločinci ne kažnjavaju i ne procesuiraju i tada je gospodin cvitan dao jednu šokantnu misao odnosno priznanje on je rekao gospodine lacković da,koje su silovane zašto obitelji ubijenih ljudi nemaju pravo na pravdu zašto se zločinci ne kažnjavaju i ne procesuiraju i tada je gospodin cvitan dao jednu šokantnu misa odnosno priznanja on je rekao gospodine lacković da,dev,x1XlcaDsSf8_10828.43-10847.88.wav
sramota čime se bave urednici i plenković na hrtu baš me zanima kako su sad izrezali evo dal možete sad izrezat vi,sramota čime se bave urednici i plenković na hrtu baš me zanima kako su sad izrezali evo da li možete sad izrezat vinakte,dev,KcVA-9b1E80_5880.42-5893.86.wav
nestabilnosti energenta bez obzira da li tu govorimo o električnoj energiji ili govorimo o plinu ili o nečemu drugom stoga ovu raspravu ja bih vodila u smislu da bi bilo jako dobro dakle mi energetsku strategiju iz 2009. ona je potkrijepljena,nestabilnosti energenta bez obzira da li tu govorimo o električnoj energije ili govorimo u o plinu ili o nečemu drugom stoga ovu raspravu zapravo ja bih vodjela u smislu da bi bilo jako dobro dakle mi imamo energetsku strategiju iz 2009. ona je potklijepljena,dev,wAvVNgL6KOk_13984.91-14004.66.wav
jednako tako kada predlagač kaže mi smo radili izmjenu poslovnika da natjeraju zastupnike da se pripremaju za,jednako tako kad predlagač kaže mi smo radili izmjenu poslovnika da natjeramo zastupnike da se pripremaju za,dev,vau3ma2KfO8_8770.89-8780.96.wav
strateškog interesa donose posebne zakone pa tako smo imali prilike vidjeti kad malo gledate zakonodavstvo iz zemalja eu a i izvan zemalja eu recimo slovenija nama susjedna je donijela poseban zakon,strateškog interesa donose posebne zakone pa tako smo imali prilike vidjeti kad malo gledate zakonodavstvo i zemalja eu a i izvan zemalja eu recimo slovenija nama susjedne je donijela poseban zakon,dev,ev17OyzI_IA_7834.0-7849.45.wav
kada se samo sjetimo onih tužnih brojki od prije tri četiri godine oni su za ove brojke sada dobre na žalost bile su ružne ali šta se sada dešava,kada se samo sjetimo onih tužnih brojki od prije 3 4 godine one su za ove brojke sada izgledaju dobra nažalost bile su ružne ali šta se sada dešava,dev,oBv0UsBoXjA_19934.02-19948.14.wav
transparentnosti cijelog sustava javne nabave tijekom 2018g državna komisija obilježila je 15tu godišnjicu rada koja je obilježena međunarodnom konferencijom koja je okupila renomirane stručnjake na području javne nabave iz rh te inozemstva kao i predstavnike akademske,transparentnosti cijelog sustava javne nabave tijekom 2018. godine državna komisija obilježila je 15. godišnjicu rada koja je obilježena međunarodnom konferencijom koja je okupila renomirane stručnjake na području javne nabave iz reh te inozemstva kao i predstavnike akademske,test,PPYtWHK4KPk_5819.52-5838.86.wav
njima nećemo morati izdvajat velik novac međutim činjenice su obratne samo za vojne avione koje nato sugerira da bi trebalo uzeti odnosno eskadrilu koju bi tobože trebali imati da bi smo bili po nato standardima,njima nećemo morati izdvajati velik novac međutim činjenice su obratne samo za vojne avione koje nato sugerira da bi trebalo uzeti odnosno eskadrilu koju bi tobože trebali imati da bismo bili po nato standardima,dev,KMGKU5I8aUQ_8761.09-8780.77.wav
ali ono što morate vidjeti dakle to je nešto što treba biti interdisciplinarno jer ako vidite da u pojedinim slatkovodnim vodotocima gdje su godinama bile i dakle tradicionalno neke ribe a njih više nema nego neki drugi dakle svim ovim promjenama će se životinjski i biljni svijet prilagoditi,ali ono što morate vidjeti dakle to je nešto što treba biti interdisciplinarno jer ako vidite da u pojedinim slatkovodnim vodotocima gdje su godinama bile dakle tradicionalno neke ribe a njih više nema nego neki drugi dakle svim ovim promjenama će se životinjski i biljnji svijet prilagoditi,dev,Qrsj7poZmyQ_6982.76-7002.62.wav
ja se s vama slažem u jednom djelu koji govori o tome da daje ovlasti vladi da provede proračun ko je kriv po nama u sdpu koji omogućava,ja se s vama slažem u jednom dijelu koji govori o tome da daje ovlasti vladi da provede proračun koji kriv po nama u sdpu koji omogućava,dev,V6a1KP-1aEY_10118.2-10130.53.wav
da će doći do sloma međutim stvar ide dalje on naravno tvrdi ja nisam ništa znao međutim ima još jedna koincidencija mi kada govorimo o dugu dobavljačima cijelo vrijeme govorimo o dugu iz rujna zašto spominjemo cijelo vrijeme,da će doći do sloma međutim stvar ide dalje on naravno tvrdi ja nisam ništa znao međutim ima još jedna koincidencija mi kad govorimo o dugu dobavljačima cijelo vrijeme govorimo o dugu iz rujna zašto spominjemo cijelo vrijeme,dev,CjM2LMQC4gg_14117.39-14136.95.wav
poslove građevinskih inspektora prepustili komunalnim redarima u jedinicama lokalne samouprave čime smo na određeni način te policijske odnosno komunalne redare napravili malom građevinskom policijom ako tako mogu reći u onim jednostavnim,poslove građevinskih inspektora prepustili komunalnim radarima u jedinicama lokalne samouprave čime smo na određeni način te policijske odnosno komunalni redared napravili malom građevinskom policijom ako tako mogu reći u onim jednostavnim,dev,zzEYIorfRmM_13682.13-13695.1.wav
koje izrabljuju pljačkaju i truju to je svijet u kojemu mi živimo i to je svijet koji vi nama ovdje predstavljate kao nekakvo nekakvu dobrobit to je svijet u kojemu ljudi beskrajno pate,koje izrabljaju pljačkaju i truju to je svijet u kojemu mi živimo i to je svijet koji vi nama ovdje predstavljate kao nekakvu dobroviu to je svijet u kojemu ljudi beskrajno padnu,dev,p59_k3C9hq4_8999.49-9018.78.wav
jedinica lokalne samouprave odnosno koji je grad koji je imao pravo imati svoj ured odnosno koja županija koliko ima predmeta i koliko ih je radila i tad se meni desilo da su me zvali ili gradonačelnici ili župani i znali su bolje od mene tko je na kojem mjestu,jedinica lokalne samouprave odnosno koji je grad kokoji imao pravo imat svoj urod odnosno koja županija koliko ima predmeta i koliko ih je radila i tad se meni desilo da su me zvali ili gradonačelnici ili župani i znali su bolje od mene koje na kojem mjestu,dev,OI1RRs1lbh0_12529.42-12549.02.wav
s obzirom na ovo izvješće o eu koje smo sada čuli htio bih se osvrnuti na par detalja a onaj koji je ključni je protjerivanje ruskoga diplomata znači,s obzirom na ovo izvješće o eu koji smo sada čuli htio bih se osvrnuti na par detalja a onaj koji ključni u je protjerivanje ruskoga diplomata znači,dev,5WDx2n2vP14_6606.72-6622.08.wav
puno činjenica podataka i baratate temom vrhunski tako da mene još posebno onda zanima dalje pošto ste ušli u tu problematiku na koji način bi i na kojim granicama zaustavili stranu robu i rekli ste da bi povećali plaće inspektorima,puno činjenica podataka i baratate temom vrhunski tako da mene još posebno onda zanima dalje pošto ste ušli u tu problematiku na koji način bi i na kojim granicama zaustavili stranu robu i rekli ste da bi povećali plaće inspektorima,dev,1s4JHlcC_rM_5108.51-5128.25.wav
znači zbog toga mi mijenjamo ovaj zakon zbog toga smo mi potrošili stotine sati ovdje raspravljajući a akcija odnosno posljedica ovog zakona će biti jedna funkcija i jedno uhljebljivanje hdzovca na jednoj moćnoj,znači zbog toga mi mijenjamo ovaj zakon zbog toga smo mi potrošili stotine sati ovdje raspravljajući a akcija odnosno posljedica ovog zakona će biti jedna funkcija jedno uhljebivanje hdzovca na jednoj moćnoj,dev,vUcOuoVdoMg_3147.6-3167.07.wav
ako je prije bila depopulacija i sada je depopulacija kako to nije isto ja mislim da bi razlika bila da ljudi naseljavaju na otocima da ljudi žele živjeti tamo da se ljudima omogućava bolja perspektiva u međuvremenu smo saznali još jednu skandaloznu situaciju,ako je prije bila depopulacija i sada je depopulacija kako to nije isto ja mislim da bi razlika bilo da se ljudi naseljavaju na otocima da ljudi žele živjeti tamo da se ljudima omogućava bolja perspektiva u međuvremenu smo saznali još jednu skandaloznu situaciju,dev,_XViiCiau9E_4212.35-4231.65.wav
mi danas u školama djeci dajemo nezdravu hranu,mi danas u školama djeci dajemo nezdravu hranu,dev,kwPRgrlJYB8_5182.66-5185.5.wav
treba li nam veći dokaz da je obrazovanje zanemareno i u jadnom stanju kad niti nakon 10 godina nije proveden sporazum legalan da će se učiteljima povećati plaće za 6 i da će biti pokrenut proces njihovog izjednačavanja sa plaćama u,treba li nam veći dokaz da ji obrazovanje zanemareno u jadnom stanju kada niti nakon deset godina nije proveden sporazum legalan da će se učiteljima povećati plaće za 6 i da će biti pokrenut proces njihovog izjednačavanja sa plaćama u,dev,SRhyViQQhoM_8448.19-8467.88.wav
naporno raditi i doista iskreno se boriti za dobrobit naroda,naporno raditi i doista iskreno se boriti za dobrobit naroda,dev,2fQFB7EUWeg_7453.12-7459.99.wav
iz igre i vjerojatno će 1000 i 1000 automobila put svijeta iz našeg varaždina i možda međimurske županije tako da evo ako to tako bude veselit ćemo se svi mada s obzirom ovaj kako je to bilo kako,iz iz igre i vjerojatno će tisuće i tisuće automobila put svijeta iz našeg varaždina i možda međimurske županije tako da evo ako to tako bude veselit ćemo se svi mada s obzirom vj kako je to bilo kako,dev,C-7-3Cxi7WU_12804.59-12824.55.wav
cijela amazona je iskrčena zbog uzgoja goveda,cijela amazona je iskrčena zbog uzgoja govede,dev,JvLROFws-Ko_7726.02-7730.11.wav
hvala lijepa kolega mrsiću molim vas da prokomentirate i kao liječnik ovu situaciju koja se sada desila odnosno dodatno produbljivanje deficita u zdravstvu od 250 milijuna kuna ovdje se radi očito o ad hoc mjeri znači to nije nitko ništa pretjerano,hvala lijepa kolega mrsiću molim vas da prokomentirate i kao liječnik ovu situaciju koja se sada desila odnosno dodatno produbljivanje deficita u zdravstvo od 250 milijuna kuna ovdje se radi očito o ad hox mjeri znači to nije nitko ništa pretjerano,dev,K164jTtp2Ws_21157.25-21176.13.wav
jer je visoki trgovački sud u hrvatskoj napravio analizu svih stečajnih postupaka u hrvatskoj i utvrdio je da se kroz stečajni postupak oni koji su zadnji u naplatnom lancu a to su dobavljači namiruju svega 4 a u ovom zakonu kojega vi osporavate od prvoga dana,jer je visoki trgovački sud u hrvatskoj napravio analizu svih stečajnih postupaka u hrvatskoj i utvrdio je da se kroz stečajni postupak oni koji su zadnji u naplatnom lancu a to su dobavljači namiru u svega 4 a u ovom zakonu kojega vi usporavate od prvoga dana,dev,Kt0nJgPw41E_3122.72-3137.9.wav
znate ima jedinica lokalne samouprave da sada ne izdvajam neku pa ću neku drugu zaboravit koja je možda uspješnija ali u kojima je to prikazano kako i na koji način treba prikupljati reciklirati sortirati takvih ima jedinica lokalne samouprave u hrvatskoj ima onih koje nisu napravile ništa,znate ima jedinica lokalne samouprave da sada ne izdvajam neku pa ću neku drugu zaboravit ko ne j možda uspješnije ali u kojima je to prikazano kako i na koji način treba prikupljati reciklirati tirati takvih ima jedinica lokalne samouprave i hrvatskoj initko i nisu napravile ništa,dev,3YwjvKTcTlI_21391.43-21409.93.wav
i višestranačke biračke odbore po rh i lakonski jučer kaže kolega bačić da sdp traži izgovor za izborni poraz zorana milanovića,i višestranačke biračke odbore po republici hvatskoj i lakonski jučer kaže kolega bačić da sdp traži izgovor za izborni poraz zorana milanovića,dev,AXMbU-zJm08_3791.7-3803.3.wav
mađarima a on je rekao neka bude hrvatska mala taman toliko koliko se vidi sa zagrebačke katedrale ali samo neka bude samostalna i suverena hrvatski narod će znati brinuti sam o sebi isto tako vi se toliko zalažete za tu eu evo ja ću vam citirati i,mađarima a on je rekao neka bude hrvatska mala taman toliko koliko se vidi sa zagrebačke katedrale ali samo neka bude samostalna i suverena hrvatski narod će znati brinuti samo sebi isto tako vi se toliko zalažete za tu euu evo ja ću vam citirati i,dev,trR2lbmaJ4I_9384.17-9404.15.wav
trebamo definirati tu vladajuću većinu na vladi i na nama je da je definiramo onog trenutka kada budemo krenuli u,trebamo definirati tu vladajuću većinu na vladi i na nama je da je definiramo onog trenutka kada budemo krenuli u,dev,uqqQn2P9PpY_13436.97-13446.71.wav
pokrenuli inicijativu oko raspisivanja referenduma zbog toga što se kao dobna granica za odlazak u starosnu mirovinu definira,pokrenul inicijativu oko raspisivanja referenduma zbog toga što se kao dobna granica za odlazak u starosnu mirovinu definira,dev,njma4HsOql4_3469.19-3475.79.wav
na koje se nužno nadovezuje i popis birača jer mi smo jedna od rijetkih zemalja u svijetu ako ne i jedina,na koji se nužno nadovezuje i popis birača jer mi smo jedna od rijetkih zemalja u svijetu ako ne i jedina,dev,BDN60AFiiYo_13660.0-13669.44.wav
što licenciranje ravnatelja nije saživjelo nakon što se već 10 godina najavljuje da će ono biti provedeno,što licenciranje ravnatelja nije zaživjelo nakon što se već d0 go najavljuje da će ono biti provedeno,dev,SRhyViQQhoM_7067.93-7077.86.wav
potičemo omogućavamo realizaciju velikih strateških državnih projekta i praktično u,potičemo omogućavamo realizaciju velikih strateških državnih projekata i praktičko u,dev,g_7n37_9B_E_11071.41-11079.09.wav
elemenata i ja mislim da je to posao opozicije ja ne mislim da je posao opozicije,elemenata i ja mislim da je to posao opozicije ja ne mislim da je posao opozicije,dev,sdD4_tpoBNY_1661.27-1668.44.wav
protiv isila zapravo završio i njihov premijer je to rekao a u siriji bi rat već odavno također završio da amerika nije upetljala svoje prste,protivisila zapravo završio i njihov premijer je to rekao a u siriji bi rad već odavno također završio da amerika nije upetala svoje prste,dev,SdX81VvCOZo_12386.06-12397.59.wav
područjima društvenog života od klime u društvu do korupcije u vladi,područjima društvenog života od klime u društvu do korupcije u vladi,dev,PPYtWHK4KPk_4111.85-4122.01.wav
iznio stav kluba hrvatske demokratske zajednice to ću kad budem imao prigode reći što mislim reći o,iznio stav kluba hrvatske demokratiske zajence toču kadk bude imao prigode reći što mislimo,dev,FplL5urhmo4_12727.92-12735.08.wav
odnosno croatia osiguranje itd koje su ušle u tu igru sa tim fondovima mirovinskim drugog stupa znači menadžment tih fondova je profitirao vlasnici tih fondova su profitirali jer oni uzimaju doslovce pazite dame i gospodo jeste vi svjesni što znači,odnosno croatia osiguranje itd koji su ušli u tu igru sa tim fondovima mirovinskim drugog stupa znači menagment tih fondova je profitirao vlasnici tih fondova su profitirali jer oni uzimaju doslovce pazite dame i gospodo jeste vi svjesni što znači,dev,fUgeflZ_KAE_15898.22-15918.05.wav
hvala lijepo uvažena potpredsjednice hrvatskoga sabora kolega aleksić vi ste u uvodnom dijelu vašeg izlaganja govorili o konstruktivnim prijedlozima,hvala lijepo uvažena potpredsjednici hrvatskog sabora kolega aleksić vi ste u uvodnom dijelu vašeg izlaganja govorili o konstruktivnim prijedlozima,dev,m6iu1_XFrY8_3822.77-3833.51.wav
pernara pitalo zato jer se čulo negdje da on za 300 ili 500 kuna ide na neki party u neki disco klub zašto se ne pita šeksa i vrdoljaka nakon šta je šeks rekao javno da je on kao ključni čovjek aktivirao neke pojedince i,pernara pitalo zato jer se čulo negdje da on za 300 ili 500 kuna ide na neki parti u neki disko klub zašto se ne pita šexa i vrdoljaka nakon što je sex rekao javno da je on kao ključni čovjek aktivirao neke pojedince i,dev,U4L5-6b9enE_14294.17-14313.15.wav
a oni koji bi trebali riješiti taj problem ne rješavaju vlada hdz saborska većina i još ih nema u sabornici,a oni koji bi trebali riješiti taj problem ne rješavaju vlada hdz saborska većina i još ih nema u sabornici,dev,G_-Ky7hOB1c_5345.11-5353.99.wav
da u hrvatskom saboru moraju funkcionirati i raditi sve stranke i moraju se dogovarati i raditi sve stranke ovo nije hrvatski sabor samo hdza i sdp neće nikada prihvatiti,da u hrvatskom saboru moraju funkcionirati i raditi sve stranke i moraju se dogovarati i raditi sve stranke ovo nije hrvatski sabor samo hdza i sdp neće nikada prihvatiti,dev,lzxIQHfygfg_9322.78-9338.72.wav
hvala lijepa znači kolega i kolegice i kolege drago mi je što evo možemo ovdje otvoriti jednu raspravu o mandatnoimunitetnom povjerenstvu,hvala lijepa znači kolega i kolegice i kolege drago mi je što evo možemo ovdje otvoriti jednu raspravu o mandatnoimunitetnom povjerenstvu,dev,K1_L0uAFU6I_3462.01-3472.85.wav
godinama koliko je sdss bio na vlasti koliko se srba zahvaljujući njima vratilo u rh zanima me koliko je njihovih imovinskih problema riješeno i zanima me,godinama koliko je sdss bio na vlasti koliko se srba zahvaljujući njima vratilo u hrvatsku zanima me koliko njihovih imovinskih problema riješeno i zanima me,dev,z7dLHsAfSdI_8418.97-8433.36.wav
cijeniti i volio bih da svaki put tako reagirate kad netko iz mosta zastrani onda gospodin bulj dođe i spasi stvar to bi bilo dobro i ja podržavam da se to tako i u budućnosti dešava hvala vam na tome u ime građana republike hrvatske hvala lijepo,cijenit i volio bih da svaki putako reagirate kad netko iz mosta za strani onda gospodin bulj dođe iz s pas stvari to bi bilo dobro i ja podržavam da se to tako i u budućnosti dešava hvala vam na tome u ime građana rhve hvala lijepo,dev,6EuGqDbXDRw_2860.5-2878.86.wav
upute i,upute i,dev,7MAfXKBv9Dw_10757.75-10758.89.wav
nije radio nitko osim nje i u,nije radio niko osimnje i u,dev,ARIAGjO3P9c_3392.73-3395.86.wav
zatim je sdp na svojoj presici najavio nikad dostavljene promjene zakona ovdje u hrvatski sabor kojim je nudio određene promjene koje bi trebale poboljšati tekst zakona,za tim sdp na svojoj presici najavio nikad dostavljene promjene zakona ovdje u hrvatski sabor kojim je nudio određene promjene koje bi trebale poboljšati te zakona,dev,Kt0nJgPw41E_2885.38-2896.35.wav
na problematiku koju ima ovaj odbor i na posljedice koje proizlaze iz njegovoga rada konkretno taj predmet imam pred sobom radi se o slučaju navodnoga samoubojstva policajca dine molnara iz sela novakovec,na problematiku koju ima ovaj odbor i na posljedice koje proizlaze iz njegovoga rada konkretno taj predmet imam pred sobom radi se o slučaju navodnoga samoubojstva policajca dine molnara i sela novakovic,dev,ApNoG-6_eoY_3791.21-3811.09.wav
beznačajnim djelima koji na kraju,beznačajnim djelima koje na kraju,dev,amGNo5659ms_3554.54-3557.01.wav
iako nisam lovac i ne mogu shvatiti strast kao što ste rekli odstrela srnica itd mogu shvatiti da ljudi neki to upražnjavaju i vidio sam imam neke svoje prijatelje ali bi u raspravama zastupnici u hrvatskom saboru trebali ipak možda evo da ste to rekli u vašoj,iako nisam lovac i ne mogu shvatiti strast kao što ste rekli odstrela srnica itd mogu shvatiti da ljudi neki to upražnjavaju i vidio sam imam neke svoje prijatelje ali bi u raspravama zastupnici u hrvatskom saboru trebali ipak možda evo da ste to rekli u vašoj,dev,rojNZzA-im4_13456.17-13475.69.wav
odlučeno danas smo tu gdje jesmo podržavam kada je već situacija takova da se onda i agenciji pomogne ali bi bilo dobro da agencija malo ubrza i da dostigne prosjek hrvatske kada je u pitanju legalizacija jer je malo mi se čini neprihvatljivo da smo neko tijelo,odlučeno danas smo to udje jesmo podržavam kad je već sitacija takova da se onda i agenciji pomogne ali bi bilo dobro da agencija malo ubrza i da dostigne prosjek hrvatske kad je u pitanju legalizacija jer je malo li se čini neprihvatljivo da smo neko tijelo,dev,MSAqVhtPUJg_7046.47-7062.46.wav
se mora riješiti generalno na tržištu eu,se mora riješiti generalno tržište eu,dev,rAW9SJv_NFc_4746.73-4749.3.wav
